customer_id,gender,age,country,city,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,avg_session_time,features_used,usage_growth_rate,last_login_days_ago,monthly_fee,total_revenue,payment_method,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,complaint_type,csat_score,escalations,email_open_rate,marketing_click_rate,nps_score,survey_response,referral_count,churn
CUST_01862,Female,72,Australia,New York,Individual,23,Mobile,Quarterly,21,3,10.918716842442663,6,-0.18,3,20,460,Card,0,No,No,2,24.297362506900033,None,5.0,0,0.48,0.2,17,Unsatisfied,1,0
CUST_01863,Male,33,India,Berlin,Individual,34,Web,Quarterly,26,6,24.87085544803584,2,0.15,13,20,680,Bank Transfer,1,No,No,0,44.222019862817675,Technical,4.0,0,0.17,0.49,-46,Satisfied,0,0
CUST_01864,Female,52,USA,London,Individual,18,Web,Monthly,17,6,1.0569568846870485,4,0.21,44,30,540,Card,1,Yes,No,0,15.864695231222612,Service,4.0,3,0.64,0.36,4,Satisfied,2,0
CUST_01865,Female,43,Australia,New York,Individual,47,Web,Monthly,27,2,20.7012910732897,5,-0.15,11,50,2350,Card,2,No,No,2,39.05644639988239,Technical,3.0,0,0.12,0.27,72,Neutral,1,0
CUST_01866,Female,35,USA,Berlin,Individual,23,Web,Quarterly,23,5,13.482994402104554,5,-0.01,8,20,460,Card,1,Yes,Yes,0,18.790272303828786,Technical,2.0,1,0.38,0.19,13,Satisfied,2,0
CUST_01867,Female,46,Germany,Delhi,Individual,51,Web,Quarterly,32,3,18.425919183500916,1,-0.13,20,20,1020,Card,0,No,No,2,11.480311170717096,None,3.0,0,0.16,0.06,-2,Satisfied,2,0
CUST_01868,Male,40,USA,Toronto,SME,20,Web,Monthly,17,2,17.128297670450323,4,-0.07,5,70,1400,Card,2,Yes,No,2,36.0271749511701,Billing,3.0,0,0.7,0.46,-16,Neutral,1,0
CUST_01869,Male,70,USA,Sydney,Enterprise,31,Referral,Monthly,29,6,24.720738794397626,2,0.01,11,10,310,PayPal,0,No,No,2,29.67100365481896,Technical,2.0,0,0.7,0.16,-15,Neutral,3,0
CUST_01870,Female,31,USA,London,SME,14,Web,Yearly,17,7,7.070707711305045,5,0.16,2,20,280,Card,1,No,Yes,2,16.137873659984834,Billing,4.0,0,0.3,0.29,-43,Satisfied,2,0
CUST_01871,Male,32,Canada,London,Individual,23,Mobile,Quarterly,26,4,5.624559626179858,8,0.11,5,50,1150,Bank Transfer,0,No,No,2,36.54852420707074,Billing,3.0,0,0.65,0.16,25,Satisfied,0,0
CUST_01872,Male,66,Canada,Berlin,Individual,2,Web,Quarterly,33,7,17.52390916457367,8,0.04,12,20,40,Bank Transfer,0,Yes,Yes,1,22.390601024984896,Billing,3.0,0,0.32,0.17,18,Neutral,1,0
CUST_01873,Male,50,India,Sydney,Individual,29,Web,Quarterly,31,3,7.126616040091951,4,0.35,9,30,870,Bank Transfer,0,No,No,3,31.215063492920947,Service,4.0,0,0.78,0.14,69,Satisfied,1,0
CUST_01874,Female,42,India,Delhi,Individual,50,Web,Monthly,17,6,20.688670175975147,6,-0.17,23,20,1000,Bank Transfer,0,No,No,0,28.552679480406493,Technical,4.0,1,0.52,0.07,53,Unsatisfied,1,0
CUST_01875,Female,38,Bangladesh,New York,Individual,9,Web,Yearly,14,0,18.061403532099792,5,-0.07,2,20,180,PayPal,0,No,No,2,47.95292560628339,Technical,3.0,1,0.35,0.13,15,Satisfied,0,0
CUST_01876,Female,34,Germany,Toronto,Individual,59,Web,Monthly,29,1,17.375384244390997,5,0.04,6,50,2950,Card,1,No,Yes,1,22.379404111173386,Technical,3.0,0,0.11,0.17,40,Satisfied,0,0
CUST_01877,Male,40,USA,New York,Individual,33,Mobile,Quarterly,15,4,10.291045127457716,6,-0.03,0,20,660,Bank Transfer,0,No,No,1,32.74503207771959,Technical,5.0,0,0.76,0.41,42,Unsatisfied,2,0
CUST_01878,Female,74,Germany,Berlin,SME,48,Mobile,Monthly,29,2,14.772114747866375,2,-0.01,34,10,480,Card,0,No,No,1,27.110060942773586,Technical,3.0,1,0.47,0.49,31,Satisfied,1,0
CUST_01879,Female,60,Canada,London,SME,44,Mobile,Yearly,8,0,13.357037891071805,8,0.15,9,30,1320,Card,2,No,No,1,23.65806178462851,Service,2.0,0,0.53,0.41,43,Satisfied,1,0
CUST_01880,Male,34,USA,Delhi,Individual,12,Referral,Quarterly,24,2,26.894561093404835,5,-0.11,2,70,840,PayPal,1,Yes,No,1,27.28389381830787,Technical,4.0,0,0.63,0.14,-9,Satisfied,1,0
CUST_01881,Female,31,Australia,London,Individual,19,Referral,Quarterly,16,7,13.062628658636086,10,0.29,19,30,570,Card,0,No,No,4,25.19942021691128,Technical,3.0,0,0.82,0.49,-65,Neutral,3,0
CUST_01882,Female,46,Canada,New York,SME,42,Mobile,Yearly,3,3,10.347903796795709,2,-0.12,1,30,1260,Card,0,Yes,No,1,28.10671598378923,Service,2.0,0,0.48,0.23,-19,Satisfied,0,0
CUST_01883,Male,37,Canada,Delhi,Individual,20,Web,Yearly,12,3,22.146117785459516,3,-0.09,21,10,200,PayPal,1,No,No,0,24.781469029242707,Service,3.0,1,0.78,0.11,25,Satisfied,1,0
CUST_01884,Male,47,Canada,Dhaka,Individual,37,Referral,Monthly,16,1,8.390585891480493,1,0.19,0,10,370,Card,0,Yes,No,3,33.079741072551805,Service,4.0,0,0.26,0.24,-10,Unsatisfied,2,0
CUST_01885,Male,36,Bangladesh,Toronto,Individual,31,Referral,Monthly,39,3,27.77051783485596,4,0.2,28,20,620,PayPal,0,No,Yes,1,35.549164314308555,Technical,5.0,0,0.59,0.38,7,Satisfied,1,0
CUST_01886,Female,70,USA,Berlin,Individual,35,Mobile,Quarterly,0,4,3.8600444716763374,4,-0.03,3,10,350,Card,0,No,No,1,31.510420811556223,None,3.0,0,0.44,0.41,2,Neutral,1,0
CUST_01887,Female,56,India,Toronto,Individual,41,Mobile,Yearly,16,7,27.53593851238128,4,0.21,4,20,820,Bank Transfer,1,No,Yes,1,24.620462594090366,Service,3.0,1,0.86,0.19,-41,Neutral,1,0
CUST_01888,Female,73,UK,Berlin,SME,21,Web,Monthly,16,2,15.061412288559051,5,-0.12,9,30,630,Card,1,No,No,2,34.16694961860455,Technical,4.0,0,0.4,0.04,-1,Satisfied,0,0
CUST_01889,Male,30,Australia,Toronto,Individual,55,Mobile,Monthly,10,2,12.131628994962966,8,-0.27,28,30,1650,PayPal,1,Yes,No,1,27.110834438295,Service,3.0,0,0.61,0.13,45,Unsatisfied,0,0
CUST_01890,Male,35,Australia,Dhaka,Individual,47,Referral,Quarterly,16,4,27.21340903926539,7,0.17,2,20,940,Card,0,No,Yes,1,24.951282944058885,Billing,2.0,0,0.88,0.37,71,Satisfied,2,1
CUST_01891,Female,40,Germany,New York,Individual,46,Mobile,Monthly,18,3,13.174295458640051,3,-0.21,4,10,460,PayPal,0,No,Yes,0,18.123918428967972,Billing,4.0,0,0.56,0.48,-42,Unsatisfied,1,0
CUST_01892,Female,63,USA,Sydney,SME,43,Mobile,Quarterly,13,3,7.7670978842844605,6,0.02,11,100,4300,Card,1,No,No,2,10.264612456330896,Technical,4.0,1,0.32,0.25,26,Satisfied,3,0
CUST_01893,Male,50,India,Delhi,Individual,13,Web,Monthly,23,4,14.575044627880795,4,0.31,0,30,390,Card,2,Yes,Yes,1,23.63001814856256,Billing,4.0,1,0.17,0.4,74,Neutral,1,0
CUST_01894,Male,56,Canada,Berlin,Individual,39,Web,Quarterly,35,1,19.41634716740116,4,-0.12,4,20,780,Bank Transfer,0,No,No,2,15.57782102058816,None,2.0,0,0.88,0.03,48,Satisfied,0,1
CUST_01895,Male,57,UK,New York,Individual,27,Mobile,Yearly,19,6,14.4576162762377,7,-0.17,10,50,1350,Bank Transfer,3,No,No,0,30.239158351125255,Technical,3.0,0,0.41,0.17,4,Neutral,1,1
CUST_01896,Male,35,USA,London,Individual,25,Web,Monthly,13,6,12.956170289333883,4,-0.12,5,30,750,Bank Transfer,0,No,No,0,31.352826775362903,Technical,5.0,0,0.81,0.02,-31,Satisfied,1,0
CUST_01897,Female,26,USA,London,Individual,2,Mobile,Monthly,18,7,12.814835627619082,6,-0.16,38,20,40,PayPal,0,No,No,1,24.31738166462306,Technical,5.0,0,0.23,0.2,71,Neutral,3,0
CUST_01898,Male,50,Bangladesh,Toronto,Individual,35,Mobile,Quarterly,16,0,19.072789781144998,8,-0.15,37,50,1750,Card,1,No,No,1,24.719348524640633,Service,2.0,1,0.76,0.39,-18,Satisfied,1,0
CUST_01899,Female,49,India,London,SME,52,Web,Monthly,30,0,6.851277589947772,7,-0.21,26,50,2600,Card,0,No,No,0,33.539179563626455,Technical,3.0,0,0.17,0.03,37,Satisfied,3,0
CUST_01900,Female,71,UK,Sydney,Enterprise,8,Web,Quarterly,15,3,18.144881279973333,3,0.17,31,70,560,Card,0,No,No,0,25.80655848520911,Billing,4.0,0,0.84,0.17,79,Unsatisfied,5,0
CUST_01901,Female,34,Canada,Berlin,Individual,33,Referral,Monthly,24,5,25.67555485448249,6,-0.23,30,10,330,PayPal,0,No,Yes,2,25.439227159105947,None,3.0,2,0.45,0.14,-3,Neutral,5,0
CUST_01902,Male,36,USA,Toronto,Individual,25,Web,Quarterly,22,0,24.930041994637826,6,0.12,18,30,750,Card,0,No,No,1,31.594772517445506,Billing,5.0,0,0.17,0.23,54,Unsatisfied,2,0
CUST_01903,Male,44,Australia,Berlin,Individual,21,Web,Yearly,21,0,25.344251682386535,3,-0.23,29,20,420,Card,2,Yes,No,2,22.4720236356287,Billing,3.0,0,0.49,0.32,28,Unsatisfied,1,0
CUST_01904,Male,23,Australia,Berlin,SME,36,Mobile,Monthly,8,5,8.934051202995303,7,0.04,0,70,2520,PayPal,0,No,No,0,17.21032177027189,Service,4.0,0,0.67,0.22,-8,Satisfied,1,0
CUST_01905,Male,52,UK,Dhaka,Individual,13,Referral,Yearly,13,0,26.731010680962207,3,0.15,15,20,260,Card,1,No,Yes,1,26.57103157028376,Billing,4.0,1,0.15,0.36,-41,Satisfied,2,0
CUST_01906,Female,73,Canada,New York,SME,56,Referral,Monthly,18,3,13.970750001386468,9,0.01,7,70,3920,Bank Transfer,1,No,No,1,23.728621929342157,Technical,3.0,0,0.26,0.09,-38,Neutral,1,0
CUST_01907,Male,54,UK,London,SME,46,Mobile,Quarterly,8,6,17.883804567733755,6,-0.16,6,100,4600,Card,0,No,No,0,30.644959970138615,Service,3.0,0,0.56,0.03,-33,Neutral,3,0
CUST_01908,Male,51,USA,Delhi,Enterprise,9,Web,Monthly,10,2,15.104366508746864,4,0.01,1,100,900,Card,0,No,No,0,37.77985010947203,Technical,4.0,0,0.3,0.41,42,Satisfied,2,0
CUST_01909,Female,37,Bangladesh,Berlin,SME,35,Referral,Monthly,15,7,10.500084937820825,4,-0.06,4,70,2450,PayPal,0,No,No,1,21.23371224622695,Technical,3.0,2,0.55,0.31,93,Satisfied,1,0
CUST_01910,Male,42,Bangladesh,Sydney,SME,46,Mobile,Quarterly,23,3,16.10740150358216,4,-0.01,4,20,920,Bank Transfer,0,Yes,No,0,23.476679852794145,Technical,3.0,0,0.37,0.16,5,Neutral,1,0
CUST_01911,Female,21,Australia,Dhaka,Individual,36,Mobile,Monthly,34,3,20.53611820324976,5,-0.17,2,50,1800,Bank Transfer,0,No,Yes,0,13.263487153736476,Billing,5.0,1,0.14,0.4,-50,Neutral,0,0
CUST_01912,Female,27,Bangladesh,Sydney,Individual,49,Web,Monthly,22,5,18.98467132655077,4,0.07,29,30,1470,Card,0,Yes,No,0,36.84656074227804,Technical,3.0,0,0.56,0.36,2,Satisfied,2,0
CUST_01913,Female,27,Germany,Delhi,Individual,47,Web,Monthly,21,7,17.80242705338729,3,-0.02,9,50,2350,Card,0,Yes,No,2,29.968394880433912,Billing,3.0,1,0.28,0.46,45,Neutral,0,0
CUST_01914,Female,41,UK,London,Individual,44,Web,Quarterly,20,1,9.292285577231773,11,0.13,33,70,3080,Card,1,No,No,0,19.76996685497303,Technical,3.0,0,0.35,0.06,21,Unsatisfied,0,0
CUST_01915,Female,38,Bangladesh,London,SME,46,Web,Monthly,16,1,13.93018516977905,7,0.18,8,30,1380,PayPal,1,No,No,1,30.320709228169704,None,3.0,0,0.84,0.42,37,Satisfied,0,0
CUST_01916,Female,28,Germany,Toronto,Individual,51,Web,Monthly,19,3,16.811544164203696,5,0.07,7,50,2550,Bank Transfer,0,No,No,0,15.915012068211977,Technical,4.0,1,0.89,0.14,10,Unsatisfied,1,0
CUST_01917,Female,44,Germany,Toronto,SME,10,Referral,Quarterly,25,7,3.806378746019698,6,-0.03,4,20,200,Bank Transfer,1,No,Yes,1,7.855430279553097,Service,4.0,1,0.43,0.48,26,Unsatisfied,1,0
CUST_01918,Female,33,India,Toronto,Individual,5,Web,Monthly,29,4,19.221405127830124,5,-0.1,2,50,250,PayPal,0,No,Yes,2,17.24354939334353,Billing,4.0,0,0.16,0.09,-22,Unsatisfied,0,0
CUST_01919,Male,43,Australia,London,SME,31,Web,Monthly,0,4,17.950730678551178,5,-0.11,1,10,310,PayPal,1,No,No,1,45.54550329980438,Billing,4.0,0,0.58,0.1,76,Satisfied,2,1
CUST_01920,Male,47,UK,Berlin,Individual,24,Web,Quarterly,27,6,25.038457768606566,6,0.07,12,10,240,Bank Transfer,0,No,No,2,13.664078956144145,Service,4.0,1,0.54,0.18,14,Neutral,0,0
CUST_01921,Male,66,Germany,New York,Individual,32,Mobile,Quarterly,17,1,11.961600403168182,7,0.1,16,30,960,Bank Transfer,0,No,Yes,2,15.88266688781159,Technical,4.0,0,0.18,0.46,33,Unsatisfied,1,0
CUST_01922,Male,33,USA,Delhi,Individual,49,Referral,Quarterly,24,5,14.5360356190622,1,-0.0,0,30,1470,Card,0,No,No,0,44.16038523511407,Technical,2.0,0,0.54,0.5,-1,Neutral,2,0
CUST_01923,Female,24,Bangladesh,Dhaka,SME,49,Mobile,Quarterly,23,1,14.975663996917016,6,0.02,1,20,980,Card,0,No,No,0,27.146627925217203,Technical,5.0,0,0.17,0.16,34,Satisfied,1,0
CUST_01924,Male,33,India,Delhi,Individual,3,Referral,Monthly,18,2,19.78811836383898,4,-0.19,13,20,60,Bank Transfer,0,No,No,1,49.995672288042115,Billing,3.0,1,0.57,0.48,-64,Satisfied,1,0
CUST_01925,Female,52,Canada,Delhi,Individual,16,Referral,Quarterly,25,1,11.897561050737183,3,0.04,1,20,320,Card,0,Yes,No,2,22.313085510251547,Billing,4.0,0,0.17,0.15,19,Unsatisfied,0,0
CUST_01926,Male,33,Bangladesh,Toronto,Individual,57,Referral,Monthly,22,6,23.727445698052637,8,-0.05,4,10,570,Card,0,No,No,0,30.964363647320038,None,2.0,0,0.45,0.4,4,Satisfied,2,0
CUST_01927,Male,57,Bangladesh,New York,SME,41,Web,Monthly,19,5,13.432402862436906,11,0.19,15,20,820,PayPal,0,No,Yes,0,33.84964030668232,Billing,2.0,0,0.49,0.32,24,Neutral,2,0
CUST_01928,Male,29,Bangladesh,Sydney,Individual,49,Web,Monthly,18,6,16.609754596234634,8,0.07,20,50,2450,Bank Transfer,0,Yes,No,1,22.76575594801115,Service,3.0,0,0.47,0.04,8,Satisfied,1,0
CUST_01929,Female,52,India,London,Enterprise,20,Web,Yearly,10,6,9.999762915914335,5,-0.03,24,50,1000,PayPal,0,No,No,2,34.02871237079802,Service,3.0,0,0.8,0.37,-66,Satisfied,2,0
CUST_01930,Male,66,Canada,Sydney,Individual,44,Web,Quarterly,20,0,6.941628069648967,5,0.08,4,30,1320,PayPal,2,No,No,2,27.28349873962163,Service,3.0,0,0.14,0.1,72,Satisfied,2,0
CUST_01931,Female,38,Australia,Toronto,Individual,24,Mobile,Yearly,0,3,14.18380858469933,6,0.3,9,20,480,Card,0,Yes,No,0,7.8161421640805635,Technical,4.0,0,0.46,0.21,43,Unsatisfied,3,0
CUST_01932,Female,67,UK,Berlin,SME,34,Web,Yearly,22,6,9.020822819386991,4,0.15,6,20,680,Card,2,Yes,Yes,2,35.242654312367065,Billing,4.0,2,0.36,0.37,38,Satisfied,2,0
CUST_01933,Male,60,UK,Dhaka,Individual,52,Mobile,Yearly,27,3,7.863689064915014,4,-0.07,12,20,1040,PayPal,1,Yes,No,0,24.278998000260415,Service,5.0,0,0.61,0.12,28,Unsatisfied,1,0
CUST_01934,Male,53,Canada,Dhaka,SME,48,Web,Monthly,5,5,14.739231731347353,6,0.1,13,30,1440,Card,0,No,No,1,31.78881904008135,Billing,5.0,0,0.79,0.02,49,Unsatisfied,1,0
CUST_01935,Male,65,Bangladesh,Toronto,Individual,23,Web,Quarterly,17,3,5.632592236687003,6,0.46,2,20,460,Card,1,No,No,3,39.27977931740045,Service,2.0,1,0.22,0.43,19,Satisfied,1,1
CUST_01936,Female,34,USA,New York,Enterprise,55,Web,Monthly,34,5,12.744013097007308,7,0.15,28,20,1100,Card,0,No,No,3,27.008366235516643,None,4.0,0,0.28,0.17,36,Satisfied,1,0
CUST_01937,Male,49,Canada,Dhaka,SME,53,Referral,Quarterly,41,7,15.185648723370573,6,0.0,6,30,1590,Card,0,Yes,No,1,22.56952878058768,Billing,4.0,1,0.52,0.19,58,Neutral,1,0
CUST_01938,Female,58,Canada,Toronto,SME,55,Mobile,Monthly,19,2,22.495362875154502,7,0.21,2,20,1100,Bank Transfer,0,No,No,0,25.523622660745055,Service,2.0,0,0.11,0.14,-13,Unsatisfied,1,0
CUST_01939,Female,23,UK,Delhi,Individual,38,Referral,Monthly,20,2,14.039363783190446,5,-0.25,3,50,1900,PayPal,1,No,No,0,9.39283231612865,Service,5.0,0,0.75,0.12,-38,Satisfied,0,0
CUST_01940,Male,41,Germany,Berlin,Individual,2,Referral,Quarterly,19,0,17.738091281290284,5,-0.14,1,100,200,Card,2,Yes,No,2,22.515423427505127,Technical,4.0,1,0.65,0.47,52,Satisfied,0,1
CUST_01941,Male,44,USA,Berlin,SME,41,Web,Yearly,21,6,6.109916263213551,6,-0.26,1,10,410,Card,0,No,No,2,25.724792921095425,None,3.0,0,0.68,0.21,56,Unsatisfied,1,0
CUST_01942,Female,37,UK,London,SME,5,Web,Quarterly,32,3,6.257817551189568,3,-0.22,19,30,150,PayPal,0,Yes,No,4,24.138738975612583,Service,3.0,0,0.14,0.27,28,Unsatisfied,0,1
CUST_01943,Female,42,India,London,Individual,18,Mobile,Monthly,20,7,21.04178593806779,5,0.02,18,20,360,PayPal,0,Yes,No,1,5.307575871263545,Service,3.0,2,0.76,0.24,-50,Satisfied,0,0
CUST_01944,Female,19,Canada,Delhi,Individual,54,Mobile,Yearly,6,0,10.07461287328644,3,-0.19,5,30,1620,PayPal,0,Yes,No,1,12.839634097646304,None,3.0,0,0.57,0.48,-20,Satisfied,0,0
CUST_01945,Male,26,Germany,Berlin,Individual,58,Web,Monthly,22,1,8.092892166666322,5,-0.13,6,30,1740,Card,0,No,No,2,29.19200679885584,Technical,4.0,1,0.23,0.35,52,Neutral,0,0
CUST_01946,Female,45,USA,Delhi,SME,53,Web,Yearly,16,3,7.9211029196607505,7,-0.24,0,50,2650,PayPal,0,Yes,No,2,13.106162412308636,Billing,3.0,1,0.2,0.15,87,Satisfied,2,0
CUST_01947,Male,70,Australia,Berlin,Individual,50,Mobile,Yearly,8,7,12.599832522974026,6,0.09,2,50,2500,Card,0,Yes,Yes,2,27.670264872177047,Technical,2.0,0,0.46,0.48,29,Neutral,0,1
CUST_01948,Female,55,USA,New York,Individual,29,Web,Quarterly,8,0,19.468496769536845,7,-0.16,2,50,1450,PayPal,0,No,No,0,1.0,Technical,3.0,0,0.42,0.46,-12,Neutral,0,0
CUST_01949,Female,20,USA,Toronto,Individual,10,Referral,Quarterly,18,2,1.0,5,0.15,18,20,200,Card,0,Yes,No,1,29.620403858737717,Billing,4.0,0,0.66,0.28,-38,Neutral,0,0
CUST_01950,Male,37,Bangladesh,London,Individual,42,Mobile,Quarterly,26,5,33.39717534571856,10,-0.0,5,10,420,Card,1,No,No,2,6.8050320579977885,Technical,2.0,0,0.75,0.39,24,Neutral,1,0
CUST_01951,Female,23,Canada,New York,Individual,55,Web,Quarterly,25,7,15.460448454435198,8,0.23,0,20,1100,Card,0,Yes,No,2,27.166718841985535,Service,4.0,0,0.8,0.15,22,Satisfied,2,0
CUST_01952,Male,56,Canada,Dhaka,Enterprise,42,Web,Monthly,32,7,8.914779385148073,9,-0.03,3,50,2100,Card,1,No,No,4,31.0534030455085,Service,2.0,0,0.41,0.35,83,Satisfied,0,0
CUST_01953,Male,50,Australia,Toronto,Individual,50,Mobile,Quarterly,12,2,13.841063468685109,5,0.15,5,20,1000,Card,0,No,No,3,32.798972710665296,Technical,4.0,0,0.17,0.47,-35,Unsatisfied,1,0
CUST_01954,Female,72,Australia,London,Enterprise,16,Mobile,Monthly,16,2,8.200919527680472,5,0.05,1,50,800,Card,3,Yes,No,0,23.433979866804325,Technical,5.0,2,0.15,0.08,29,Neutral,1,0
CUST_01955,Male,18,Australia,Dhaka,Individual,23,Mobile,Quarterly,26,7,16.218495819621882,6,0.11,0,30,690,Card,0,Yes,No,1,23.909174734400395,Technical,4.0,1,0.55,0.14,25,Unsatisfied,0,0
CUST_01956,Male,54,UK,Delhi,Individual,30,Mobile,Quarterly,27,5,9.351323671341312,2,0.16,1,50,1500,PayPal,1,No,No,0,1.0,Service,5.0,1,0.6,0.44,-8,Unsatisfied,1,0
CUST_01957,Female,23,UK,Dhaka,Individual,6,Mobile,Monthly,14,0,15.971335087096094,3,0.05,2,50,300,Card,0,No,No,0,8.625468745966197,Technical,3.0,2,0.33,0.19,65,Neutral,1,0
CUST_01958,Male,62,Canada,New York,SME,44,Web,Yearly,13,0,11.58905109761059,3,0.08,6,70,3080,Card,0,Yes,No,0,14.072726062983804,Technical,2.0,0,0.7,0.48,66,Satisfied,0,0
CUST_01959,Male,51,Canada,Sydney,SME,36,Referral,Monthly,24,0,19.115969212568313,3,0.1,14,20,720,Card,0,No,No,1,18.867130092410434,Technical,4.0,0,0.64,0.36,-98,Unsatisfied,2,0
CUST_01960,Male,64,Australia,Dhaka,Individual,20,Web,Monthly,28,4,27.035935762337385,4,-0.22,2,10,200,Card,0,No,No,3,15.62880823778869,Service,4.0,0,0.69,0.37,85,Unsatisfied,1,0
CUST_01961,Female,32,UK,Sydney,Individual,16,Web,Monthly,17,7,10.018308150322046,5,0.08,17,30,480,Bank Transfer,2,No,No,1,27.767290732295514,Service,2.0,0,0.54,0.34,-62,Unsatisfied,1,0
CUST_01962,Male,62,Germany,London,Enterprise,28,Web,Monthly,24,3,14.65394184242068,6,0.15,18,70,1960,Bank Transfer,0,No,No,1,29.533545017962457,Service,3.0,1,0.86,0.41,-32,Satisfied,2,0
CUST_01963,Female,43,UK,New York,Enterprise,54,Web,Monthly,20,4,19.639649998371592,8,0.01,11,10,540,Card,0,No,No,2,25.19229398306318,Technical,4.0,1,0.81,0.34,47,Neutral,0,0
CUST_01964,Female,74,Canada,Dhaka,Individual,57,Web,Monthly,13,4,23.545181580323117,3,-0.18,7,70,3990,Bank Transfer,0,No,No,4,42.20209944779599,Billing,4.0,0,0.1,0.35,86,Satisfied,1,0
CUST_01965,Male,31,UK,Toronto,SME,26,Mobile,Monthly,27,5,17.634925653707302,8,0.09,1,70,1820,PayPal,0,Yes,No,2,33.481125867099706,Billing,3.0,0,0.13,0.18,-18,Unsatisfied,1,0
CUST_01966,Male,71,Canada,Dhaka,Individual,22,Web,Monthly,17,7,9.746401774561004,14,-0.19,8,100,2200,Card,0,No,No,2,18.19913584460146,Billing,4.0,0,0.63,0.28,6,Satisfied,2,0
CUST_01967,Male,24,Australia,Toronto,Individual,54,Referral,Monthly,4,6,6.568984345762443,3,-0.23,5,20,1080,PayPal,0,No,Yes,2,8.920036210871803,Technical,4.0,0,0.71,0.5,84,Unsatisfied,1,1
CUST_01968,Female,63,Bangladesh,New York,Individual,11,Mobile,Quarterly,13,1,16.89516492978087,6,0.19,1,20,220,Card,0,No,No,1,22.864291846299526,Technical,2.0,0,0.17,0.43,41,Satisfied,0,1
CUST_01969,Male,48,Australia,Sydney,Individual,1,Web,Quarterly,0,7,19.70474046117736,5,0.1,1,50,50,Card,0,Yes,No,0,39.83175838507793,Service,3.0,1,0.43,0.34,-28,Satisfied,1,1
CUST_01970,Male,41,Australia,New York,SME,5,Web,Monthly,47,7,18.636426178345168,4,-0.1,3,20,100,Card,0,No,No,1,26.40902297535558,Technical,3.0,0,0.76,0.35,78,Satisfied,2,1
CUST_01971,Male,48,Germany,Sydney,Individual,49,Web,Yearly,32,6,19.532769060913395,5,0.08,13,100,4900,Card,0,No,No,4,15.504966649514005,Service,3.0,1,0.5,0.16,-6,Unsatisfied,2,0
CUST_01972,Male,46,Bangladesh,Sydney,Individual,43,Web,Monthly,6,1,6.0788986197465285,4,-0.01,9,10,430,PayPal,0,No,No,3,42.54235619265127,Technical,2.0,0,0.72,0.02,-60,Unsatisfied,0,0
CUST_01973,Male,59,Germany,Delhi,SME,46,Web,Quarterly,14,6,11.004971690772042,6,0.14,1,20,920,Card,0,No,No,3,29.32898438847191,Technical,3.0,1,0.25,0.04,48,Satisfied,0,0
CUST_01974,Female,49,Canada,Delhi,Individual,41,Web,Yearly,22,2,13.897347257082185,4,0.48,5,30,1230,Card,0,No,Yes,2,32.58409915641604,None,3.0,1,0.48,0.35,18,Unsatisfied,2,0
CUST_01975,Female,34,USA,Toronto,Individual,42,Web,Monthly,35,5,16.719698476054997,5,-0.11,3,20,840,Card,1,No,No,1,1.0,Technical,2.0,1,0.5,0.26,-43,Unsatisfied,1,0
CUST_01976,Male,31,India,London,SME,36,Web,Monthly,27,4,16.93742566223256,5,-0.03,23,10,360,Card,0,Yes,No,0,40.44379877154046,Technical,3.0,0,0.61,0.22,77,Neutral,1,0
CUST_01977,Male,57,Germany,Berlin,Individual,2,Web,Quarterly,22,6,17.38188925659617,3,-0.16,0,70,140,Bank Transfer,0,No,Yes,2,28.91766916345113,Billing,4.0,0,0.63,0.31,-1,Satisfied,0,0
CUST_01978,Male,53,Canada,New York,Individual,57,Referral,Monthly,14,7,1.2358835757959952,3,0.18,3,20,1140,Bank Transfer,0,No,Yes,0,24.653108948201233,Technical,4.0,1,0.64,0.1,25,Neutral,1,0
CUST_01979,Male,65,Bangladesh,Sydney,Individual,6,Web,Monthly,24,1,5.745156287998947,6,-0.01,2,30,180,Bank Transfer,0,No,Yes,1,22.185519884031766,Technical,5.0,0,0.19,0.35,46,Neutral,0,0
CUST_01980,Female,41,UK,New York,Individual,27,Mobile,Quarterly,24,6,15.354928911847802,4,-0.01,5,10,270,PayPal,0,No,No,0,25.06642333693492,Billing,3.0,0,0.59,0.24,-3,Neutral,0,0
CUST_01981,Male,62,Bangladesh,London,SME,26,Web,Quarterly,20,7,16.069083052719403,5,-0.04,0,50,1300,Bank Transfer,0,Yes,No,3,13.429795822903642,Technical,3.0,0,0.69,0.39,-60,Unsatisfied,0,0
CUST_01982,Female,71,Australia,London,SME,35,Web,Monthly,19,4,13.899682349900496,4,-0.07,2,10,350,Card,0,Yes,Yes,1,27.185686692773594,Technical,3.0,0,0.62,0.5,90,Satisfied,1,0
CUST_01983,Female,44,Australia,Berlin,Individual,13,Mobile,Quarterly,15,7,17.822080569148415,7,-0.06,24,50,650,PayPal,0,No,No,1,6.0550050396673285,Billing,3.0,0,0.56,0.48,-5,Satisfied,1,0
CUST_01984,Male,42,Australia,Dhaka,Individual,12,Web,Quarterly,32,6,19.603941431522806,2,-0.04,2,30,360,PayPal,0,No,No,2,47.192175752669534,None,4.0,0,0.25,0.34,73,Satisfied,3,0
